,name,type,value,date
522,海联金汇,13,0.8197480597797647,2020-02-04
523,飞天诚信,14,0.8469461847961139,2020-02-04
524,赢时胜,15,0.9409070963987296,2020-02-04
525,科达股份,16,0.8774385411938336,2020-02-04
526,汉威科技,17,0.8855699573270818,2020-02-04
527,朗科科技,18,0.9225793279593293,2020-02-04
528,华媒控股,19,0.9636552335864945,2020-02-04
529,海峡创新,20,0.5667672351055192,2020-02-04
530,*ST联络,21,0.7120743504775648,2020-02-04
531,二三四五,22,0.918699983398109,2020-02-04
532,众应互联,23,0.9267593238261362,2020-02-04
533,新晨科技,24,0.863495850216074,2020-02-04
534,广电运通,25,0.9267516530362103,2020-02-04
535,数字认证,26,0.8708113140318076,2020-02-04
536,奥马电器,27,0.8997907248559057,2020-02-04
537,智度股份,28,0.9111719320867612,2020-02-04
538,华力创通,29,0.6102114140741238,2020-02-04
539,广东骏亚,30,0.8553800021101822,2020-02-04
540,恒宝股份,1,0.9475554719505452,2020-02-05
541,数知科技,2,0.7308094024324038,2020-02-05
